gene_id	gene_name	transcript_id	transcript_name	chrom_gtf	chrom_fasta	strand	tis_genomic_pos	window_start_1based	window_end_1based	bed_start_0based	bed_end	upstream	downstream	window_length
ENSG00000204084	INPP5B	ENST00000373024	INPP5B-202	1	1	-	37946308	37945809	37946808	37945808	37946808	500	500	1000
ENSG00000171729	TMEM51	ENST00000376008	TMEM51-201	1	1	+	15215088	15214588	15215587	15214587	15215587	500	500	1000
ENSG00000156875	SLC71A1	ENST00000370152	SLC71A1-201	1	1	+	100038233	100037733	100038732	100037732	100038732	500	500	1000
ENSG00000186510	CLCNKA	ENST00000331433	CLCNKA-201	1	1	+	16022620	16022120	16023119	16022119	16023119	500	500	1000
ENSG00000116711	PLA2G4A	ENST00000367466	PLA2G4A-201	1	1	+	186854355	186853855	186854854	186853854	186854854	500	500	1000
ENSG00000116580	GON4L	ENST00000368331	GON4L-203	1	1	-	155853780	155853281	155854280	155853280	155854280	500	500	1000
ENSG00000116819	TFAP2E	ENST00000373235	TFAP2E-201	1	1	+	35573578	35573078	35574077	35573077	35574077	500	500	1000
ENSG00000163873	GRIK3	ENST00000373091	GRIK3-201	1	1	-	37034108	37033609	37034608	37033608	37034608	500	500	1000
ENSG00000176083	ZNF683	ENST00000349618	ZNF683-201	1	1	-	26368571	26368072	26369071	26368071	26369071	500	500	1000
ENSG00000197147	LRRC8B	ENST00000330947	LRRC8B-201	1	1	+	89582651	89582151	89583150	89582150	89583150	500	500	1000
ENSG00000235169	SMIM1	ENST00000642557	SMIM1-204	1	1	+	3775374	3774874	3775873	3774873	3775873	500	500	1000
ENSG00000117724	CENPF	ENST00000366955	CENPF-201	1	1	+	214613755	214613255	214614254	214613254	214614254	500	500	1000
ENSG00000162757	C1orf74	ENST00000294811	C1orf74-201	1	1	-	209783634	209783135	209784134	209783134	209784134	500	500	1000
ENSG00000187144	SPATA21	ENST00000335496	SPATA21-201	1	1	-	16431371	16430872	16431871	16430871	16431871	500	500	1000
ENSG00000116741	RGS2	ENST00000235382	RGS2-201	1	1	+	192809072	192808572	192809571	192808571	192809571	500	500	1000
ENSG00000066322	ELOVL1	ENST00000372458	ELOVL1-201	1	1	-	43365609	43365110	43366109	43365109	43366109	500	500	1000
ENSG00000134690	CDCA8	ENST00000373055	CDCA8-202	1	1	+	37692691	37692191	37693190	37692190	37693190	500	500	1000
ENSG00000120656	TAF12	ENST00000373824	TAF12-202	1	1	-	28622081	28621582	28622581	28621581	28622581	500	500	1000
ENSG00000198198	SZT2	ENST00000634258	SZT2-210	1	1	+	43389969	43389469	43390468	43389468	43390468	500	500	1000
ENSG00000132676	DAP3	ENST00000368336	DAP3-202	1	1	+	155709780	155709280	155710279	155709279	155710279	500	500	1000
ENSG00000066136	NFYC	ENST00000447388	NFYC-213	1	1	+	40738844	40738344	40739343	40738343	40739343	500	500	1000
ENSG00000171608	PIK3CD	ENST00000377346	PIK3CD-202	1	1	+	9710456	9709956	9710955	9709955	9710955	500	500	1000
ENSG00000159516	SPRR2G	ENST00000368748	SPRR2G-201	1	1	-	153150110	153149611	153150610	153149610	153150610	500	500	1000
ENSG00000118454	ANKRD13C	ENST00000370944	ANKRD13C-202	1	1	-	70354408	70353909	70354908	70353908	70354908	500	500	1000
ENSG00000183888	SRARP	ENST00000329454	SRARP-201	1	1	+	16004304	16003804	16004803	16003803	16004803	500	500	1000
ENSG00000143006	DMRTB1	ENST00000371445	DMRTB1-201	1	1	+	53459454	53458954	53459953	53458953	53459953	500	500	1000
ENSG00000121940	CLCC1	ENST00000369969	CLCC1-205	1	1	-	108950437	108949938	108950937	108949937	108950937	500	500	1000
ENSG00000158008	EXTL1	ENST00000374280	EXTL1-201	1	1	+	26022647	26022147	26023146	26022146	26023146	500	500	1000
ENSG00000121766	ZCCHC17	ENST00000344147	ZCCHC17-201	1	1	+	31310099	31309599	31310598	31309598	31310598	500	500	1000
ENSG00000158195	WASF2	ENST00000618852	WASF2-202	1	1	-	27428890	27428391	27429390	27428390	27429390	500	500	1000
ENSG00000116514	RNF19B	ENST00000235150	RNF19B-201	1	1	-	32964685	32964186	32965185	32964185	32965185	500	500	1000
ENSG00000169641	LUZP1	ENST00000302291	LUZP1-201	1	1	-	23094261	23093762	23094761	23093761	23094761	500	500	1000
ENSG00000000971	CFH	ENST00000367429	CFH-202	1	1	+	196652118	196651618	196652617	196651617	196652617	500	500	1000
ENSG00000162654	GBP4	ENST00000355754	GBP4-201	1	1	-	89198834	89198335	89199334	89198334	89199334	500	500	1000
ENSG00000143578	CREB3L4	ENST00000368607	CREB3L4-205	1	1	+	153968526	153968026	153969025	153968025	153969025	500	500	1000
ENSG00000162367	TAL1	ENST00000691006	TAL1-206	1	1	-	47225888	47225389	47226388	47225388	47226388	500	500	1000
ENSG00000049239	H6PD	ENST00000377403	H6PD-201	1	1	+	9244935	9244435	9245434	9244434	9245434	500	500	1000
ENSG00000160789	LMNA	ENST00000368300	LMNA-205	1	1	+	156114919	156114419	156115418	156114418	156115418	500	500	1000
ENSG00000163154	TNFAIP8L2	ENST00000368910	TNFAIP8L2-201	1	1	+	151158698	151158198	151159197	151158197	151159197	500	500	1000
ENSG00000058804	NDC1	ENST00000371429	NDC1-201	1	1	-	53838261	53837762	53838761	53837761	53838761	500	500	1000
ENSG00000185220	PGBD2	ENST00000329291	PGBD2-201	1	1	+	248913863	248913363	248914362	248913362	248914362	500	500	1000
ENSG00000172456	FGGY	ENST00000303721	FGGY-201	1	1	+	59321550	59321050	59322049	59321049	59322049	500	500	1000
ENSG00000143183	TMCO1	ENST00000367881	TMCO1-201	1	1	-	165768751	165768252	165769251	165768251	165769251	500	500	1000
ENSG00000132694	ARHGEF11	ENST00000368194	ARHGEF11-202	1	1	-	157044330	157043831	157044830	157043830	157044830	500	500	1000
ENSG00000151418	ATP6V1G3	ENST00000367382	ATP6V1G3-203	1	1	-	198540650	198540151	198541150	198540150	198541150	500	500	1000
ENSG00000086619	ERO1B	ENST00000354619	ERO1B-202	1	1	-	236281783	236281284	236282283	236281283	236282283	500	500	1000
ENSG00000117758	STX12	ENST00000373943	STX12-201	1	1	+	27773308	27772808	27773807	27772807	27773807	500	500	1000
ENSG00000134369	NAV1	ENST00000685211	NAV1-210	1	1	+	201622885	201622385	201623384	201622384	201623384	500	500	1000
ENSG00000175206	NPPA	ENST00000376480	NPPA-202	1	1	-	11847684	11847185	11848184	11847184	11848184	500	500	1000
ENSG00000198625	MDM4	ENST00000367182	MDM4-203	1	1	+	204525519	204525019	204526018	204525018	204526018	500	500	1000
ENSG00000143341	HMCN1	ENST00000271588	HMCN1-201	1	1	+	185734780	185734280	185735279	185734279	185735279	500	500	1000
ENSG00000196878	LAMB3	ENST00000356082	LAMB3-201	1	1	-	209650944	209650445	209651444	209650444	209651444	500	500	1000
ENSG00000203667	COX20	ENST00000411948	COX20-203	1	1	+	244835715	244835215	244836214	244835214	244836214	500	500	1000
ENSG00000120948	TARDBP	ENST00000240185	TARDBP-201	1	1	+	11013728	11013228	11014227	11013227	11014227	500	500	1000
ENSG00000160714	UBE2Q1	ENST00000292211	UBE2Q1-201	1	1	-	154558553	154558054	154559053	154558053	154559053	500	500	1000
ENSG00000008128	CDK11A	ENST00000404249	CDK11A-208	1	1	-	1722818	1722319	1723318	1722318	1723318	500	500	1000
ENSG00000162775	RBM15	ENST00000369784	RBM15-201	1	1	+	110339406	110338906	110339905	110338905	110339905	500	500	1000
ENSG00000171603	CLSTN1	ENST00000377298	CLSTN1-202	1	1	-	9823733	9823234	9824233	9823233	9824233	500	500	1000
ENSG00000143257	NR1I3	ENST00000367983	NR1I3-205	1	1	-	161236565	161236066	161237065	161236065	161237065	500	500	1000
ENSG00000143387	CTSK	ENST00000271651	CTSK-201	1	1	-	150806805	150806306	150807305	150806305	150807305	500	500	1000
ENSG00000162415	ZSWIM5	ENST00000359600	ZSWIM5-201	1	1	-	45206350	45205851	45206850	45205850	45206850	500	500	1000
ENSG00000143742	SRP9	ENST00000304786	SRP9-201	1	1	+	225777941	225777441	225778440	225777440	225778440	500	500	1000
ENSG00000117054	ACADM	ENST00000370841	ACADM-202	1	1	+	75724788	75724288	75725287	75724287	75725287	500	500	1000
ENSG00000198216	CACNA1E	ENST00000367573	CACNA1E-203	1	1	+	181483745	181483245	181484244	181483244	181484244	500	500	1000
ENSG00000213088	ACKR1	ENST00000368122	ACKR1-202	1	1	+	159204960	159204460	159205459	159204459	159205459	500	500	1000
ENSG00000143768	LEFTY2	ENST00000366820	LEFTY2-201	1	1	-	225941140	225940641	225941640	225940640	225941640	500	500	1000
ENSG00000143157	POGK	ENST00000367876	POGK-202	1	1	+	166840957	166840457	166841456	166840456	166841456	500	500	1000
ENSG00000197323	TRIM33	ENST00000358465	TRIM33-201	1	1	-	114511076	114510577	114511576	114510576	114511576	500	500	1000
ENSG00000162585	FAAP20	ENST00000378546	FAAP20-202	1	1	-	2194749	2194250	2195249	2194249	2195249	500	500	1000
ENSG00000065526	SPEN	ENST00000375759	SPEN-201	1	1	+	15848068	15847568	15848567	15847567	15848567	500	500	1000
ENSG00000187642	PERM1	ENST00000433179	PERM1-202	1	1	-	981029	980530	981529	980529	981529	500	500	1000
ENSG00000171790	SLFNL1	ENST00000302946	SLFNL1-201	1	1	-	41020660	41020161	41021160	41020160	41021160	500	500	1000
ENSG00000130766	SESN2	ENST00000253063	SESN2-201	1	1	+	28259848	28259348	28260347	28259347	28260347	500	500	1000
ENSG00000203710	CR1	ENST00000367049	CR1-201	1	1	+	207496268	207495768	207496767	207495767	207496767	500	500	1000
ENSG00000222046	DCDC2B	ENST00000409358	DCDC2B-201	1	1	+	32209094	32208594	32209593	32208593	32209593	500	500	1000
ENSG00000132692	BCAN	ENST00000329117	BCAN-201	1	1	+	156646055	156645555	156646554	156645554	156646554	500	500	1000
ENSG00000143476	DTL	ENST00000366991	DTL-201	1	1	+	212035891	212035391	212036390	212035390	212036390	500	500	1000
ENSG00000123473	STIL	ENST00000371877	STIL-203	1	1	-	47310319	47309820	47310819	47309819	47310819	500	500	1000
ENSG00000117118	SDHB	ENST00000375499	SDHB-201	1	1	-	17054019	17053520	17054519	17053519	17054519	500	500	1000
ENSG00000162627	SNX7	ENST00000306121	SNX7-201	1	1	+	98661732	98661232	98662231	98661231	98662231	500	500	1000
ENSG00000187017	ESPN	ENST00000645284	ESPN-216	1	1	+	6424956	6424456	6425455	6424455	6425455	500	500	1000
ENSG00000162434	JAK1	ENST00000342505	JAK1-201	1	1	-	64886264	64885765	64886764	64885764	64886764	500	500	1000
ENSG00000133069	TMCC2	ENST00000358024	TMCC2-203	1	1	+	205228565	205228065	205229064	205228064	205229064	500	500	1000
ENSG00000159214	CCDC24	ENST00000372318	CCDC24-201	1	1	+	43991879	43991379	43992378	43991378	43992378	500	500	1000
ENSG00000123685	BATF3	ENST00000243440	BATF3-201	1	1	-	212699762	212699263	212700262	212699262	212700262	500	500	1000
ENSG00000143801	PSEN2	ENST00000366783	PSEN2-202	1	1	+	226881908	226881408	226882407	226881407	226882407	500	500	1000
ENSG00000116748	AMPD1	ENST00000520113	AMPD1-203	1	1	-	114695471	114694972	114695971	114694971	114695971	500	500	1000
ENSG00000186827	TNFRSF4	ENST00000379236	TNFRSF4-201	1	1	-	1214127	1213628	1214627	1213627	1214627	500	500	1000
ENSG00000081248	CACNA1S	ENST00000362061	CACNA1S-201	1	1	-	201112339	201111840	201112839	201111839	201112839	500	500	1000
ENSG00000162643	DNAI3	ENST00000294664	DNAI3-201	1	1	+	85071942	85071442	85072441	85071441	85072441	500	500	1000
ENSG00000162601	MYSM1	ENST00000472487	MYSM1-202	1	1	-	58700052	58699553	58700552	58699552	58700552	500	500	1000
ENSG00000253368	TRNP1	ENST00000522111	TRNP1-201	1	1	+	26993787	26993287	26994286	26993286	26994286	500	500	1000
ENSG00000175756	AURKAIP1	ENST00000338338	AURKAIP1-202	1	1	-	1374756	1374257	1375256	1374256	1375256	500	500	1000
ENSG00000143355	LHX9	ENST00000367387	LHX9-201	1	1	+	197917824	197917324	197918323	197917323	197918323	500	500	1000
ENSG00000173641	HSPB7	ENST00000311890	HSPB7-201	1	1	-	16017963	16017464	16018463	16017463	16018463	500	500	1000
ENSG00000177614	PGBD5	ENST00000391860	PGBD5-201	1	1	-	230425928	230425429	230426428	230425428	230426428	500	500	1000
ENSG00000126709	IFI6	ENST00000361157	IFI6-202	1	1	-	27669314	27668815	27669814	27668814	27669814	500	500	1000
ENSG00000142910	TINAGL1	ENST00000271064	TINAGL1-201	1	1	+	31577149	31576649	31577648	31576648	31577648	500	500	1000
ENSG00000059588	TARBP1	ENST00000040877	TARBP1-201	1	1	-	234479103	234478604	234479603	234478603	234479603	500	500	1000
ENSG00000142864	SERBP1	ENST00000361219	SERBP1-201	1	1	-	67430300	67429801	67430800	67429800	67430800	500	500	1000
ENSG00000122482	ZNF644	ENST00000337393	ZNF644-201	1	1	-	90982353	90981854	90982853	90981853	90982853	500	500	1000
ENSG00000173372	C1QA	ENST00000374642	C1QA-201	1	1	+	22637617	22637117	22638116	22637116	22638116	500	500	1000
ENSG00000164007	CLDN19	ENST00000296387	CLDN19-201	1	1	-	42740063	42739564	42740563	42739563	42740563	500	500	1000
ENSG00000221986	MYBPHL	ENST00000357155	MYBPHL-201	1	1	-	109306991	109306492	109307491	109306491	109307491	500	500	1000
ENSG00000203705	TATDN3	ENST00000366974	TATDN3-202	1	1	+	212791922	212791422	212792421	212791421	212792421	500	500	1000
ENSG00000132688	NES	ENST00000368223	NES-201	1	1	-	156677264	156676765	156677764	156676764	156677764	500	500	1000
ENSG00000151379	MSGN1	ENST00000281047	MSGN1-201	2	2	+	17816519	17816019	17817018	17816018	17817018	500	500	1000
ENSG00000226479	TMEM185B	ENST00000426077	TMEM185B-201	2	2	-	120222976	120222477	120223476	120222476	120223476	500	500	1000
ENSG00000068781	STON1-GTF2A1L	ENST00000394751	STON1-GTF2A1L-201	2	2	+	48580634	48580134	48581133	48580133	48581133	500	500	1000
ENSG00000198142	SOWAHC	ENST00000356454	SOWAHC-201	2	2	+	109614490	109613990	109614989	109613989	109614989	500	500	1000
ENSG00000248672	LY75-CD302	ENST00000504764	LY75-CD302-201	2	2	-	159904682	159904183	159905182	159904182	159905182	500	500	1000
ENSG00000249884	RNF103-CHMP3	ENST00000604011	RNF103-CHMP3-202	2	2	-	86620461	86619962	86620961	86619961	86620961	500	500	1000
ENSG00000170396	ZNF804A	ENST00000302277	ZNF804A-201	2	2	+	184598960	184598460	184599459	184598459	184599459	500	500	1000
ENSG00000163283	ALPP	ENST00000392027	ALPP-201	2	2	+	232378803	232378303	232379302	232378302	232379302	500	500	1000
ENSG00000163295	ALPI	ENST00000295463	ALPI-201	2	2	+	232456200	232455700	232456699	232455699	232456699	500	500	1000
ENSG00000237412	PRSS56	ENST00000617714	PRSS56-202	2	2	+	232520599	232520099	232521098	232520098	232521098	500	500	1000
ENSG00000196811	CHRNG	ENST00000651502	CHRNG-203	2	2	+	232539748	232539248	232540247	232539247	232540247	500	500	1000
ENSG00000173302	GPR148	ENST00000309926	GPR148-201	2	2	+	130729152	130728652	130729651	130728651	130729651	500	500	1000
ENSG00000196862	RGPD4	ENST00000408999	RGPD4-201	2	2	+	107827014	107826514	107827513	107826513	107827513	500	500	1000
ENSG00000171450	CDK5R2	ENST00000302625	CDK5R2-201	2	2	+	218959821	218959321	218960320	218959320	218960320	500	500	1000
ENSG00000232125	DYTN	ENST00000452335	DYTN-201	2	2	-	206718279	206717780	206718779	206717779	206718779	500	500	1000
ENSG00000221944	TIGD1	ENST00000408957	TIGD1-201	2	2	-	232549882	232549383	232550382	232549382	232550382	500	500	1000
ENSG00000187944	C2orf66	ENST00000342506	C2orf66-201	2	2	-	196809336	196808837	196809836	196808836	196809836	500	500	1000
ENSG00000273155		ENST00000410042		2	2	+	99186204	99185704	99186703	99185703	99186703	500	500	1000
ENSG00000270757	HSPE1-MOB4	ENST00000604458	HSPE1-MOB4-201	2	2	+	197500437	197499937	197500936	197499936	197500936	500	500	1000
ENSG00000196659	IFT70B	ENST00000408939	IFT70B-201	2	2	-	177552763	177552264	177553263	177552263	177553263	500	500	1000
ENSG00000197557	IFT70A	ENST00000355689	IFT70A-201	2	2	-	177618701	177618202	177619201	177618201	177619201	500	500	1000
ENSG00000177673	TEX44	ENST00000313965	TEX44-201	2	2	+	231592952	231592452	231593451	231592451	231593451	500	500	1000
ENSG00000251569		ENST00000513963		2	2	+	169479554	169479054	169480053	169479053	169480053	500	500	1000
ENSG00000143878	RHOB	ENST00000272233	RHOB-201	2	2	+	20447466	20446966	20447965	20446965	20447965	500	500	1000
ENSG00000222038	POTEJ	ENST00000409602	POTEJ-201	2	2	+	130611533	130611033	130612032	130611032	130612032	500	500	1000
ENSG00000249715	FER1L5	ENST00000624922	FER1L5-204	2	2	+	96642837	96642337	96643336	96642336	96643336	500	500	1000
ENSG00000173349	SFT2D3	ENST00000310981	SFT2D3-201	2	2	+	127701529	127701029	127702028	127701028	127702028	500	500	1000
ENSG00000177483	RBM44	ENST00000316997	RBM44-201	2	2	+	237813610	237813110	237814109	237813109	237814109	500	500	1000
ENSG00000155760	FZD7	ENST00000286201	FZD7-201	2	2	+	202034648	202034148	202035147	202034147	202035147	500	500	1000
ENSG00000223658	C1GALT1C1L	ENST00000475092	C1GALT1C1L-201	2	2	-	43676322	43675823	43676822	43675822	43676822	500	500	1000
ENSG00000169564	PCBP1	ENST00000303577	PCBP1-201	2	2	+	70087744	70087244	70088243	70087243	70088243	500	500	1000
ENSG00000170178	HOXD12	ENST00000406506	HOXD12-202	2	2	+	176099802	176099302	176100301	176099301	176100301	500	500	1000
ENSG00000286165		ENST00000606910		2	2	+	189661521	189661021	189662020	189661020	189662020	500	500	1000
ENSG00000188011	RTP5	ENST00000343216	RTP5-201	2	2	+	241869757	241869257	241870256	241869256	241870256	500	500	1000
ENSG00000233087	RAB6D	ENST00000623617	RAB6D-201	2	2	-	131363720	131363221	131364220	131363220	131364220	500	500	1000
ENSG00000244617	ASPRV1	ENST00000320256	ASPRV1-201	2	2	-	69961436	69960937	69961936	69960936	69961936	500	500	1000
ENSG00000152049	KCNE4	ENST00000281830	KCNE4-201	2	2	+	223052831	223052331	223053330	223052330	223053330	500	500	1000
ENSG00000130561	SAG	ENST00000409110	SAG-201	2	2	+	233309190	233308690	233309689	233308689	233309689	500	500	1000
ENSG00000289490		ENST00000689938		2	2	+	202377112	202376612	202377611	202376611	202377611	500	500	1000
ENSG00000274286	ADRA2B	ENST00000620793	ADRA2B-201	2	2	-	96116149	96115650	96116649	96115649	96116649	500	500	1000
ENSG00000184945	AQP12A	ENST00000337801	AQP12A-201	2	2	+	240691914	240691414	240692413	240691413	240692413	500	500	1000
ENSG00000144229	THSD7B	ENST00000409968	THSD7B-201	2	2	+	136882179	136881679	136882678	136881678	136882678	500	500	1000
ENSG00000144130	NT5DC4	ENST00000688554	NT5DC4-207	2	2	+	112721080	112720580	112721579	112720579	112721579	500	500	1000
ENSG00000174279	EVX2	ENST00000308618	EVX2-201	2	2	-	176083776	176083277	176084276	176083276	176084276	500	500	1000
ENSG00000072182	ASIC4	ENST00000358078	ASIC4-202	2	2	+	219514725	219514225	219515224	219514224	219515224	500	500	1000
ENSG00000186143	PRR30	ENST00000335524	PRR30-201	2	2	-	27138329	27137830	27138829	27137829	27138829	500	500	1000
ENSG00000163794	UCN	ENST00000296099	UCN-201	2	2	-	27307895	27307396	27308395	27307395	27308395	500	500	1000
ENSG00000258881		ENST00000606025		2	2	-	70994757	70994258	70995257	70994257	70995257	500	500	1000
ENSG00000162881	OXER1	ENST00000378661	OXER1-201	2	2	-	42764062	42763563	42764562	42763562	42764562	500	500	1000
ENSG00000144010	TRIM43B	ENST00000639673	TRIM43B-201	2	2	-	95482714	95482215	95483214	95482214	95483214	500	500	1000
ENSG00000247626	MARS2	ENST00000282276	MARS2-201	2	2	+	197705406	197704906	197705905	197704905	197705905	500	500	1000
ENSG00000136694	IL36A	ENST00000259211	IL36A-201	2	2	+	113005872	113005372	113006371	113005371	113006371	500	500	1000
ENSG00000136697	IL1F10	ENST00000341010	IL1F10-201	2	2	+	113072739	113072239	113073238	113072238	113073238	500	500	1000
ENSG00000187833	C2orf78	ENST00000409561	C2orf78-201	2	2	+	73784310	73783810	73784809	73783809	73784809	500	500	1000
ENSG00000288658	RNF228	ENST00000678139	RNF228-201	2	2	-	222320065	222319566	222320565	222319565	222320565	500	500	1000
ENSG00000183733	FIGLA	ENST00000332372	FIGLA-201	2	2	-	70790638	70790139	70791138	70790138	70791138	500	500	1000
ENSG00000178021	TSPYL6	ENST00000317802	TSPYL6-201	2	2	-	54256151	54255652	54256651	54255651	54256651	500	500	1000
ENSG00000222014	RAB6C	ENST00000410061	RAB6C-201	2	2	+	129980116	129979616	129980615	129979615	129980615	500	500	1000
ENSG00000182083	OR6B2	ENST00000319423	OR6B2-201	2	2	-	240030429	240029930	240030929	240029929	240030929	500	500	1000
ENSG00000151360	ALLC	ENST00000252505	ALLC-201	2	2	+	3671158	3670658	3671657	3670657	3671657	500	500	1000
ENSG00000214866	DCDC2C	ENST00000399143	DCDC2C-201	2	2	+	3703752	3703252	3704251	3703251	3704251	500	500	1000
ENSG00000176887	SOX11	ENST00000322002	SOX11-201	2	2	+	5692722	5692222	5693221	5692221	5693221	500	500	1000
ENSG00000183840	GPR39	ENST00000329321	GPR39-201	2	2	+	132417043	132416543	132417542	132416542	132417542	500	500	1000
ENSG00000218819	TDRD15	ENST00000405799	TDRD15-201	2	2	+	21137468	21136968	21137967	21136967	21137967	500	500	1000
ENSG00000243910	TUBA4B	ENST00000490341	TUBA4B-203	2	2	+	219253408	219252908	219253907	219252907	219253907	500	500	1000
ENSG00000293584		ENST00000715207		2	2	+	111121153	111120653	111121652	111120652	111121652	500	500	1000
ENSG00000136696	IL36B	ENST00000327407	IL36B-202	2	2	-	113031709	113031210	113032209	113031209	113032209	500	500	1000
ENSG00000177519	RPRM	ENST00000325926	RPRM-201	2	2	-	153478565	153478066	153479065	153478065	153479065	500	500	1000
ENSG00000293615		ENST00000419542		2	2	-	69961688	69961189	69962188	69961188	69962188	500	500	1000
ENSG00000284701	TMEM247	ENST00000434431	TMEM247-201	2	2	+	46479586	46479086	46480085	46479085	46480085	500	500	1000
ENSG00000198914	POU3F3	ENST00000361360	POU3F3-201	2	2	+	104855511	104855011	104856010	104855010	104856010	500	500	1000
ENSG00000204640	NMS	ENST00000376865	NMS-201	2	2	+	100470489	100469989	100470988	100469988	100470988	500	500	1000
ENSG00000135973	GPR45	ENST00000258456	GPR45-201	2	2	+	105241859	105241359	105242358	105241358	105242358	500	500	1000
ENSG00000184492	FOXD4L1	ENST00000306507	FOXD4L1-201	2	2	+	113499257	113498757	113499756	113498756	113499756	500	500	1000
ENSG00000284629	SCYGR1	ENST00000641359	SCYGR1-201	2	2	-	227387949	227387450	227388449	227387449	227388449	500	500	1000
ENSG00000284643	SCYGR2	ENST00000641394	SCYGR2-201	2	2	+	227598893	227598393	227599392	227598392	227599392	500	500	1000
ENSG00000284704	SCYGR3	ENST00000642029	SCYGR3-201	2	2	-	227614840	227614341	227615340	227614340	227615340	500	500	1000
ENSG00000284631	SCYGR4	ENST00000641801	SCYGR4-201	2	2	+	227617498	227616998	227617997	227616997	227617997	500	500	1000
ENSG00000284667	SCYGR5	ENST00000641976	SCYGR5-201	2	2	+	227666804	227666304	227667303	227666303	227667303	500	500	1000
ENSG00000284725	SCYGR6	ENST00000641918	SCYGR6-201	2	2	-	227724757	227724258	227725257	227724257	227725257	500	500	1000
ENSG00000284718	SCYGR7	ENST00000641700	SCYGR7-201	2	2	+	227728335	227727835	227728834	227727834	227728834	500	500	1000
ENSG00000284635	SCYGR8	ENST00000641981	SCYGR8-201	2	2	+	227745894	227745394	227746393	227745393	227746393	500	500	1000
ENSG00000163064	EN1	ENST00000295206	EN1-201	2	2	-	118847167	118846668	118847667	118846667	118847667	500	500	1000
ENSG00000115488	NEU2	ENST00000233840	NEU2-201	2	2	+	233032672	233032172	233033171	233032171	233033171	500	500	1000
ENSG00000071677	PRLH	ENST00000165524	PRLH-201	2	2	+	237566574	237566074	237567073	237566073	237567073	500	500	1000
ENSG00000152430	BOLL	ENST00000392296	BOLL-202	2	2	-	197781850	197781351	197782350	197781350	197782350	500	500	1000
ENSG00000144488	ESPNL	ENST00000343063	ESPNL-201	2	2	+	238100420	238099920	238100919	238099919	238100919	500	500	1000
ENSG00000283428	CCDC195	ENST00000638102	CCDC195-201	2	2	-	224716365	224715866	224716865	224715865	224716865	500	500	1000
ENSG00000196834	POTEI	ENST00000451531	POTEI-201	2	2	-	130509235	130508736	130509735	130508735	130509735	500	500	1000
ENSG00000162975	KCNF1	ENST00000295082	KCNF1-201	2	2	+	10912427	10911927	10912926	10911926	10912926	500	500	1000
ENSG00000250741	NT5C1B-RDH14	ENST00000532967	NT5C1B-RDH14-202	2	2	-	18589468	18588969	18589968	18588968	18589968	500	500	1000
ENSG00000310604		ENST00000973114		2	2	+	69829739	69829239	69830238	69829238	69830238	500	500	1000
ENSG00000144583	MARCHF4	ENST00000273067	MARCHF4-201	2	2	-	216370260	216369761	216370760	216369760	216370760	500	500	1000
ENSG00000163254	CRYGC	ENST00000282141	CRYGC-201	2	2	-	208129792	208129293	208130292	208129292	208130292	500	500	1000
ENSG00000168582	CRYGA	ENST00000304502	CRYGA-201	2	2	-	208163556	208163057	208164056	208163056	208164056	500	500	1000
ENSG00000115896	PLCL1	ENST00000428675	PLCL1-201	2	2	+	197805100	197804600	197805599	197804599	197805599	500	500	1000
ENSG00000124003	MOGAT1	ENST00000446656	MOGAT1-201	2	2	+	222671786	222671286	222672285	222671285	222672285	500	500	1000
ENSG00000135917	SLC19A3	ENST00000644224	SLC19A3-210	2	2	-	227702318	227701819	227702818	227701818	227702818	500	500	1000
ENSG00000163013	FBXO41	ENST00000520530	FBXO41-204	2	2	-	73269630	73269131	73270130	73269130	73270130	500	500	1000
ENSG00000138439	FAM117B	ENST00000392238	FAM117B-201	2	2	+	202635188	202634688	202635687	202634687	202635687	500	500	1000
ENSG00000196604	POTEF	ENST00000409914	POTEF-202	2	2	-	130120515	130120016	130121015	130120015	130121015	500	500	1000
ENSG00000169618	PROKR1	ENST00000303786	PROKR1-201	2	2	+	68645822	68645322	68646321	68645321	68646321	500	500	1000
ENSG00000169554	ZEB2	ENST00000627532	ZEB2-226	2	2	-	144517350	144516851	144517850	144516850	144517850	500	500	1000
ENSG00000118245	TNP1	ENST00000236979	TNP1-201	2	2	-	216860034	216859535	216860534	216859534	216860534	500	500	1000
ENSG00000221843	SPATA31H1	ENST00000447166	SPATA31H1-201	2	2	+	27537427	27536927	27537926	27536926	27537926	500	500	1000
ENSG00000123992	DNPEP	ENST00000273075	DNPEP-201	2	2	-	219387794	219387295	219388294	219387294	219388294	500	500	1000
ENSG00000136710	VMA22	ENST00000259229	VMA22-201	2	2	-	130342125	130341626	130342625	130341625	130342625	500	500	1000
ENSG00000187514	PTMA	ENST00000409115	PTMA-202	2	2	+	231708707	231708207	231709206	231708206	231709206	500	500	1000
ENSG00000171227	TMEM37	ENST00000306406	TMEM37-201	2	2	+	119431904	119431404	119432403	119431403	119432403	500	500	1000
ENSG00000171303	KCNK3	ENST00000302909	KCNK3-201	2	2	+	26692876	26692376	26693375	26692375	26693375	500	500	1000
ENSG00000168385	SEPTIN2	ENST00000391971	SEPTIN2-203	2	2	+	241324233	241323733	241324732	241323732	241324732	500	500	1000
ENSG00000082153	BZW1	ENST00000409600	BZW1-203	2	2	+	200813218	200812718	200813717	200812717	200813717	500	500	1000
