gene_id	gene_name	gene_biotype	transcript_id	transcript_name	transcript_biotype	chromosome	start	end	strand	is_ensembl_canonical	tags
ENSG00000173040	EVC2	protein_coding	ENST00000344408	EVC2-202	protein_coding	4	5562439	5708559	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173083	HPSE	protein_coding	ENST00000311412	HPSE-201	protein_coding	4	83292461	83334848	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169245	CXCL10	protein_coding	ENST00000306602	CXCL10-201	protein_coding	4	76021118	76023497	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109519	GRPEL1	protein_coding	ENST00000264954	GRPEL1-201	protein_coding	4	7058895	7068064	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145362	ANK2	protein_coding	ENST00000357077	ANK2-202	protein_coding	4	113049653	113383736	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135605	TEC	protein_coding	ENST00000381501	TEC-201	protein_coding	4	48135783	48269838	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145247	OCIAD2	protein_coding	ENST00000508632	OCIAD2-205	protein_coding	4	48885019	48906774	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163319	MRPS18C	protein_coding	ENST00000295491	MRPS18C-201	protein_coding	4	83456058	83462298	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109458	GAB1	protein_coding	ENST00000262994	GAB1-201	protein_coding	4	143336876	143474565	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000029559	IBSP	protein_coding	ENST00000226284	IBSP-201	protein_coding	4	87799554	87812435	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185774	KCNIP4	protein_coding	ENST00000382152	KCNIP4-204	protein_coding	4	20728606	21948772	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109472	CPE	protein_coding	ENST00000402744	CPE-201	protein_coding	4	165379008	165498547	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185149	NPY2R	protein_coding	ENST00000329476	NPY2R-201	protein_coding	4	155208636	155217076	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000182903	ZNF721	protein_coding	ENST00000511833	ZNF721-205	protein_coding	4	439988	499156	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000087269	NOP14	protein_coding	ENST00000416614	NOP14-203	protein_coding	4	2937936	2963406	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163285	GABRG1	protein_coding	ENST00000295452	GABRG1-201	protein_coding	4	46035769	46124054	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109189	USP46	protein_coding	ENST00000441222	USP46-201	protein_coding	4	52590960	52659301	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145337	PYURF	protein_coding	ENST00000273968	PYURF-201	protein_coding	4	88520998	88523776	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000188848	BEND4	protein_coding	ENST00000502486	BEND4-201	protein_coding	4	42110853	42152655	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179046	TRIML2	protein_coding	ENST00000682553	TRIML2-208	protein_coding	4	188091272	188109603	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000038002	AGA	protein_coding	ENST00000264595	AGA-201	protein_coding	4	177430774	177442437	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000168421	RHOH	protein_coding	ENST00000381799	RHOH-201	protein_coding	4	40197031	40246967	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109758	HGFAC	protein_coding	ENST00000382774	HGFAC-201	protein_coding	4	3441968	3449486	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000132405	TBC1D14	protein_coding	ENST00000409757	TBC1D14-201	protein_coding	4	6909826	7033114	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000118816	CCNI	protein_coding	ENST00000237654	CCNI-201	protein_coding	4	77047155	77075989	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000129116	PALLD	protein_coding	ENST00000505667	PALLD-206	protein_coding	4	168497052	168928441	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000081041	CXCL2	protein_coding	ENST00000508487	CXCL2-202	protein_coding	4	74097040	74099195	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000078140	UBE2K	protein_coding	ENST00000261427	UBE2K-201	protein_coding	4	39698136	39782792	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145384	FABP2	protein_coding	ENST00000274024	FABP2-201	protein_coding	4	119317250	119322138	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000131127	ZNF141	protein_coding	ENST00000240499	ZNF141-201	protein_coding	4	337814	384868	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000061918	GUCY1B1	protein_coding	ENST00000264424	GUCY1B1-201	protein_coding	4	155759021	155807811	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000249693	SPMAP2L	protein_coding	ENST00000512175	SPMAP2L-202	protein_coding	4	56530606	56603507	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163288	GABRB1	protein_coding	ENST00000295454	GABRB1-201	protein_coding	4	47031567	47426447	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109205	ODAM	protein_coding	ENST00000683306	ODAM-206	protein_coding	4	70195725	70204576	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138641	HERC3	protein_coding	ENST00000402738	HERC3-201	protein_coding	4	88592480	88708539	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163631	ALB	protein_coding	ENST00000295897	ALB-201	protein_coding	4	73404287	73421482	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138780	GSTCD	protein_coding	ENST00000515279	GSTCD-211	protein_coding	4	105708784	105847725	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000121207	LRAT	protein_coding	ENST00000336356	LRAT-201	protein_coding	4	154744000	154753120	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163624	CDS1	protein_coding	ENST00000295887	CDS1-201	protein_coding	4	84583127	84651334	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000155011	DKK2	protein_coding	ENST00000285311	DKK2-201	protein_coding	4	106921802	107036313	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000121895	TMEM156	protein_coding	ENST00000381938	TMEM156-203	protein_coding	4	38966744	39032409	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109272	PF4V1	protein_coding	ENST00000226524	PF4V1-201	protein_coding	4	73853296	73854483	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000083896	YTHDC1	protein_coding	ENST00000344157	YTHDC1-201	protein_coding	4	68310387	68350090	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109184	DCUN1D4	protein_coding	ENST00000334635	DCUN1D4-201	protein_coding	4	51843153	51916837	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000127418	FGFRL1	protein_coding	ENST00000510644	FGFRL1-205	protein_coding	4	1011626	1026898	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000175920	DOK7	protein_coding	ENST00000340083	DOK7-201	protein_coding	4	3463306	3494482	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164089	ETNPPL	protein_coding	ENST00000296486	ETNPPL-201	protein_coding	4	108742053	108763053	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000150630	VEGFC	protein_coding	ENST00000618562	VEGFC-202	protein_coding	4	176683538	176792922	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000152969	JAKMIP1	protein_coding	ENST00000409021	JAKMIP1-202	protein_coding	4	6026199	6200549	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196503	ARL9	protein_coding	ENST00000640821	ARL9-202	protein_coding	4	56505791	56524453	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000154553	PDLIM3	protein_coding	ENST00000284767	PDLIM3-201	protein_coding	4	185500660	185535507	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170088	TMEM192	protein_coding	ENST00000306480	TMEM192-201	protein_coding	4	165070608	165112860	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196526	AFAP1	protein_coding	ENST00000420658	AFAP1-204	protein_coding	4	7758714	7939861	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109771	LRP2BP	protein_coding	ENST00000505916	LRP2BP-202	protein_coding	4	185363872	185395924	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169851	PCDH7	protein_coding	ENST00000695919	PCDH7-209	protein_coding	4	30720369	31146800	+	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174780	SRP72	protein_coding	ENST00000642900	SRP72-205	protein_coding	4	56467617	56503681	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000171476	HOPX	protein_coding	ENST00000420433	HOPX-205	protein_coding	4	56647998	56681296	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169989	TIGD4	protein_coding	ENST00000304337	TIGD4-201	protein_coding	4	152769354	152779730	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163291	PAQR3	protein_coding	ENST00000512733	PAQR3-209	protein_coding	4	78911878	78939438	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000188517	COL25A1	protein_coding	ENST00000399132	COL25A1-203	protein_coding	4	108808725	109302658	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000171566	PLRG1	protein_coding	ENST00000499023	PLRG1-202	protein_coding	4	154535005	154550400	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000156234	CXCL13	protein_coding	ENST00000682537	CXCL13-203	protein_coding	4	77605820	77611834	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145331	TRMT10A	protein_coding	ENST00000394876	TRMT10A-202	protein_coding	4	99546711	99564039	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000205678	TECRL	protein_coding	ENST00000381210	TECRL-201	protein_coding	4	64277702	64409450	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174137	FAM53A	protein_coding	ENST00000308132	FAM53A-201	protein_coding	4	1639887	1684313	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164040	PGRMC2	protein_coding	ENST00000296425	PGRMC2-201	protein_coding	4	128269242	128287813	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109790	KLHL5	protein_coding	ENST00000504108	KLHL5-204	protein_coding	4	39062232	39126233	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151790	TDO2	protein_coding	ENST00000536354	TDO2-208	protein_coding	4	155903696	155920406	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138722	MMRN1	protein_coding	ENST00000264790	MMRN1-201	protein_coding	4	89894854	89954614	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163626	COX18	protein_coding	ENST00000507544	COX18-204	protein_coding	4	73052362	73069716	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000236699	ARHGEF38	protein_coding	ENST00000420470	ARHGEF38-202	protein_coding	4	105552620	105680914	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000134852	CLOCK	protein_coding	ENST00000513440	CLOCK-211	protein_coding	4	55427903	55546909	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137440	FGFBP1	protein_coding	ENST00000382333	FGFBP1-201	protein_coding	4	15935577	15938740	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138792	ENPEP	protein_coding	ENST00000265162	ENPEP-201	protein_coding	4	110476155	110565285	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000155016	CYP2U1	protein_coding	ENST00000332884	CYP2U1-201	protein_coding	4	107931549	107953461	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109618	SEPSECS	protein_coding	ENST00000382103	SEPSECS-202	protein_coding	4	25120014	25160449	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164306	PRIMPOL	protein_coding	ENST00000314970	PRIMPOL-201	protein_coding	4	184649738	184694952	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000205301	MGAT4D	protein_coding	ENST00000511113	MGAT4D-203	protein_coding	4	140442262	140498293	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164037	SLC9B1	protein_coding	ENST00000296422	SLC9B1-201	protein_coding	4	102900928	103019705	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000168824	NSG1	protein_coding	ENST00000621129	NSG1-211	protein_coding	4	4387102	4419058	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164323	CFAP97	protein_coding	ENST00000458385	CFAP97-201	protein_coding	4	185159665	185204000	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000087266	SH3BP2	protein_coding	ENST00000503393	SH3BP2-206	protein_coding	4	2793085	2841096	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138642	HERC6	protein_coding	ENST00000264346	HERC6-201	protein_coding	4	88378852	88443097	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184985	SORCS2	protein_coding	ENST00000507866	SORCS2-202	protein_coding	4	7192538	7742827	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000218336	TENM3	protein_coding	ENST00000511685	TENM3-204	protein_coding	4	182243402	182803024	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163623	NKX6-1	protein_coding	ENST00000295886	NKX6-1-201	protein_coding	4	84491985	84499292	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169676	DRD5	protein_coding	ENST00000304374	DRD5-201	protein_coding	4	9781634	9784009	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138769	CDKL2	protein_coding	ENST00000307465	CDKL2-201	protein_coding	4	75576496	75630528	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000168228	ZCCHC4	protein_coding	ENST00000302874	ZCCHC4-201	protein_coding	4	25312774	25370383	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109534	GAR1	protein_coding	ENST00000226796	GAR1-201	protein_coding	4	109815762	109824737	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145386	CCNA2	protein_coding	ENST00000274026	CCNA2-201	protein_coding	4	121816444	121823883	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138709	LARP1B	protein_coding	ENST00000326639	LARP1B-201	protein_coding	4	128061312	128211988	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000087274	ADD1	protein_coding	ENST00000683351	ADD1-229	protein_coding	4	2843844	2930062	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000128040	SPINK2	protein_coding	ENST00000506738	SPINK2-203	protein_coding	4	56809861	56821701	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174607	UGT8	protein_coding	ENST00000310836	UGT8-201	protein_coding	4	114598807	114678225	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109736	SLC75A1	protein_coding	ENST00000355443	SLC75A1-202	protein_coding	4	2930567	2934825	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164107	HAND2	protein_coding	ENST00000359562	HAND2-201	protein_coding	4	173526091	173530229	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000153132	CLGN	protein_coding	ENST00000325617	CLGN-201	protein_coding	4	140388453	140427648	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000123737	EXOSC9	protein_coding	ENST00000243498	EXOSC9-201	protein_coding	4	121801323	121817021	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000124406	ATP8A1	protein_coding	ENST00000381668	ATP8A1-202	protein_coding	4	42408373	42657105	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151729	SLC25A4	protein_coding	ENST00000281456	SLC25A4-201	protein_coding	4	185143266	185150382	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000159692	CTBP1	protein_coding	ENST00000382952	CTBP1-203	protein_coding	4	1211445	1249130	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000150961	SEC24D	protein_coding	ENST00000280551	SEC24D-201	protein_coding	4	118722823	118836126	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000226887	ERVMER34-1	protein_coding	ENST00000443173	ERVMER34-1-202	protein_coding	4	52742553	52751425	-	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000073331	ALPK1	protein_coding	ENST00000650871	ALPK1-219	protein_coding	4	112297369	112442621	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164117	FBXO8	protein_coding	ENST00000393674	FBXO8-201	protein_coding	4	174236658	174283667	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164303	ENPP6	protein_coding	ENST00000296741	ENPP6-201	protein_coding	4	184088706	184217873	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164136	IL15	protein_coding	ENST00000320650	IL15-202	protein_coding	4	141636583	141733987	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000004468	CD38	protein_coding	ENST00000226279	CD38-201	protein_coding	4	15778328	15853232	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000132406	TMEM128	protein_coding	ENST00000382753	TMEM128-202	protein_coding	4	4235542	4248223	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138795	LEF1	protein_coding	ENST00000265165	LEF1-201	protein_coding	4	108047548	108168932	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000197888	UGT2B17	protein_coding	ENST00000317746	UGT2B17-201	protein_coding	4	68537173	68576322	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000152208	GRID2	protein_coding	ENST00000282020	GRID2-201	protein_coding	4	92303966	93774566	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000064042	LIMCH1	protein_coding	ENST00000503057	LIMCH1-205	protein_coding	4	41538157	41700044	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163312	HELQ	protein_coding	ENST00000295488	HELQ-201	protein_coding	4	83407346	83455823	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000168769	TET2	protein_coding	ENST00000380013	TET2-203	protein_coding	4	105146876	105279803	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000126549	STATH	protein_coding	ENST00000246895	STATH-201	protein_coding	4	69995966	70002570	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145332	KLHL8	protein_coding	ENST00000273963	KLHL8-201	protein_coding	4	87160103	87220618	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174125	TLR1	protein_coding	ENST00000308979	TLR1-201	protein_coding	4	38796255	38804791	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109684	CLNK	protein_coding	ENST00000226951	CLNK-201	protein_coding	4	10486395	10684768	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137441	FGFBP2	protein_coding	ENST00000259989	FGFBP2-201	protein_coding	4	15960245	15963175	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000056291	NPFFR2	protein_coding	ENST00000308744	NPFFR2-201	protein_coding	4	72032000	72148305	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173320	STOX2	protein_coding	ENST00000308497	STOX2-201	protein_coding	4	183905307	184023526	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109390	NDUFC1	protein_coding	ENST00000394223	NDUFC1-201	protein_coding	4	139289931	139302477	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000047662	FAM184B	protein_coding	ENST00000265018	FAM184B-201	protein_coding	4	17629306	17781621	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000134962	KLB	protein_coding	ENST00000257408	KLB-201	protein_coding	4	39406930	39451533	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173011	TADA2B	protein_coding	ENST00000310074	TADA2B-201	protein_coding	4	7043372	7057952	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138738	PRDM5	protein_coding	ENST00000264808	PRDM5-201	protein_coding	4	120691915	120922726	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000118564	FBXL5	protein_coding	ENST00000341285	FBXL5-201	protein_coding	4	15604381	15655357	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138768	USO1	protein_coding	ENST00000514213	USO1-204	protein_coding	4	75724577	75814286	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000187533	PRR27	protein_coding	ENST00000344526	PRR27-201	protein_coding	4	70154237	70166609	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000181982	CCDC149	protein_coding	ENST00000635206	CCDC149-208	protein_coding	4	24803514	24913042	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000125089	SH3TC1	protein_coding	ENST00000245105	SH3TC1-201	protein_coding	4	8199290	8241103	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138640	FAM13A	protein_coding	ENST00000264344	FAM13A-201	protein_coding	4	88725960	89057185	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109265	CRACD	protein_coding	ENST00000682029	CRACD-210	protein_coding	4	56049098	56330609	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145349	CAMK2D	protein_coding	ENST00000511664	CAMK2D-211	protein_coding	4	113451032	113761738	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109610	SOD3	protein_coding	ENST00000382120	SOD3-201	protein_coding	4	24795573	24800842	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145375	AFG2A	protein_coding	ENST00000274008	AFG2A-201	protein_coding	4	122923078	123319433	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000181381	DDX60L	protein_coding	ENST00000682922	DDX60L-216	protein_coding	4	168356735	168480492	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000250312	ZNF718	protein_coding	ENST00000510175	ZNF718-201	protein_coding	4	124501	164162	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000072201	LNX1	protein_coding	ENST00000263925	LNX1-201	protein_coding	4	53459301	53591486	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145287	PLAC8	protein_coding	ENST00000311507	PLAC8-201	protein_coding	4	83090048	83114729	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109670	FBXW7	protein_coding	ENST00000281708	FBXW7-201	protein_coding	4	152320544	152536092	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000074211	PPP2R2C	protein_coding	ENST00000382599	PPP2R2C-203	protein_coding	4	6320581	6472614	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179010	MRFAP1	protein_coding	ENST00000382581	MRFAP1-202	protein_coding	4	6640685	6642729	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163625	WDFY3	protein_coding	ENST00000295888	WDFY3-201	protein_coding	4	84669597	84966690	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151718	WWC2	protein_coding	ENST00000403733	WWC2-201	protein_coding	4	183099257	183320777	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174145	NWD2	protein_coding	ENST00000309447	NWD2-201	protein_coding	4	37244743	37449463	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163138	PACRGL	protein_coding	ENST00000503585	PACRGL-208	protein_coding	4	20700458	20732557	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163739	CXCL1	protein_coding	ENST00000395761	CXCL1-201	protein_coding	4	73869393	73871308	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
